# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 26 09:18:59 2022
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%transit%'
# CONSTRAINT:  and disc_facility like '%k2%'
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,pl_letter,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-232 b,K2-232,b,Gaia DR2 3406687485600728192,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.2572B/abstract target=ref>Brahm et al. 2018</a>,11.16845400,0.00002300,-0.00002300,0,0.103560,0.000810,-0.000770,0,11.209,0.247,-0.224,0,1.000,0.022,-0.020,0,126.49634,11.75971,-11.75971,0,0.39800,0.03700,-0.03700,0,Mass,0.258000,0.025000,-0.025000,0,,,,,1030,15,-15,0,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.2572B/abstract target=ref>Brahm et al. 2018</a>,,6154.00,60.00,-60.00,0,1.16,0.02,-0.02,0,1.19,0.03,-0.03,0,0.100,0.040,-0.040,0,[Fe/H],4.38,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m04.03s,73.7667927,+18d39m15.56s,18.6543230,130.7200000,0.7680000,-0.7590000,9.8220000,0.0050000,-0.0050000,8.4340000,0.0170000,-0.0170000,9.7262600,0.0002050,-0.0002050,2018-04-04,2018-06,2018-04-05
K2-233 b,K2-233,b,Gaia DR2 6253186686054822784,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,2.46750000,0.00004000,-0.00004000,0,0.033080,0.000100,-0.000090,0,1.343,0.018,-0.016,0,0.120,0.002,-0.001,0,11.26000,,,1,0.03543,,,1,Mass,0.079000,0.048000,-0.029000,0,,,,,1121,10,-9,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0,[Fe/H],4.64,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-233 b,K2-233,b,Gaia DR2 6253186686054822784,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,2.46746000,0.00014000,-0.00014000,0,0.033170,0.000440,-0.000450,0,1.398,0.062,-0.060,0,0.125,0.006,-0.005,0,,,,,,,,,,0.000000,,,0,273.00,30.00,-30.00,0,1040,28,-26,0,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,K3,4950.00,100.00,-100.00,0,0.74,0.03,-0.03,0,0.80,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.71,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2018-04-25,2018-05,2018-04-26
K2-233 c,K2-233,c,Gaia DR2 6253186686054822784,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,7.06142000,0.00084000,-0.00084000,0,0.066870,0.000880,-0.000900,0,1.335,0.083,-0.077,0,0.119,0.007,-0.007,0,,,,,,,,,,0.000000,,,0,67.10,7.40,-7.30,0,728,20,-19,0,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,K3,4950.00,100.00,-100.00,0,0.74,0.03,-0.03,0,0.80,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.71,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2018-04-25,2018-05,2018-04-26
K2-233 c,K2-233,c,Gaia DR2 6253186686054822784,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,7.06005000,0.00024000,-0.00027000,0,0.066660,0.000200,-0.000180,0,1.281,0.022,-0.021,0,0.114,0.002,-0.002,0,12.81000,,,1,0.04030,,,1,Mass,0.200200,,,1,,,,,790,7,-6,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0,[Fe/H],4.64,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-233 d,K2-233,d,Gaia DR2 6253186686054822784,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,24.36450000,0.00068000,-0.00068000,0,0.152240,0.000460,-0.000420,0,2.358,0.043,-0.036,0,0.210,0.004,-0.003,0,21.14000,,,1,0.06651,,,1,Mass,0.199900,,,1,,,,,523,5,-4,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0,[Fe/H],4.64,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-233 d,K2-233,d,Gaia DR2 6253186686054822784,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,24.36620000,0.00210000,-0.00210000,0,0.152700,0.002000,-0.002100,0,2.640,0.110,-0.110,0,0.236,0.010,-0.010,0,,,,,,,,,,0.000000,,,0,12.90,1.40,-1.40,0,482,14,-13,0,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,K3,4950.00,100.00,-100.00,0,0.74,0.03,-0.03,0,0.80,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.71,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2018-04-25,2018-05,2018-04-26
K2-237 b,K2-237,b,Gaia DR2 6032746832450438400,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,2.18053300,0.00000070,-0.00000070,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,F6 V,6257.00,100.00,-100.00,0,1.43,0.06,-0.07,0,1.28,0.03,-0.04,0,0.140,0.050,-0.050,0,[Fe/H],4.24,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.9950000,7.2210000,-6.9100000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2022-01-24,2022-02,2022-01-24
K2-237 b,K2-237,b,Gaia DR2 6032746832450438400,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,2.18055770,0.00000570,-0.00000570,0,0.035300,0.001200,-0.001200,0,18.405,0.560,-0.560,0,1.642,0.050,-0.050,0,392.83788,13.98452,-13.98452,0,1.23600,0.04400,-0.04400,0,Mass,0.000000,,,0,,,,,1838,38,-38,0,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,F9 V,6099.00,110.00,-110.00,0,1.38,0.04,-0.04,0,1.23,0.05,-0.05,0,0.000,0.080,-0.080,0,[Fe/H],4.27,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.9950000,7.2210000,-6.9100000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2019-05-20,2019-06,2019-05-23
K2-237 b,K2-237,b,Gaia DR2 6032746832450438400,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,2.18056000,0.00002000,-0.00002000,0,0.037000,0.002000,-0.002000,0,18.495,0.785,-0.897,0,1.650,0.070,-0.080,0,508.52800,34.96130,-34.96130,0,1.60000,0.11000,-0.11000,0,Mass,0.000000,,,0,,,,,1884,37,-36,0,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,F6 V,6257.00,100.00,-100.00,0,1.43,0.06,-0.07,0,1.28,0.03,-0.04,0,0.140,0.050,-0.050,0,[Fe/H],4.24,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.9950000,7.2210000,-6.9100000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2019-05-20,2018-08,2018-06-21
K2-237 b,K2-237,b,Gaia DR2 6032746832450438400,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,2.18053539,0.00000086,-0.00000085,0,0.035580,0.000480,-0.000650,0,16.197,0.549,-0.504,0,1.445,0.049,-0.045,0,433.20012,34.96112,-29.24021,0,1.36300,0.11000,-0.09200,0,Mass,0.042000,0.034000,-0.028000,0,1860.00,210.00,-180.00,0,1828,48,-46,0,0,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,,6360.00,190.00,-200.00,0,1.26,0.03,-0.03,0,1.26,0.05,-0.07,0,0.137,0.050,-0.049,0,[Fe/H],4.34,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.9950000,7.2210000,-6.9100000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2022-02-15,2020-11,2022-02-15
K2-237 b,K2-237,b,Gaia DR2 6032746832450438400,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,2.18055770,0.00000530,-0.00000520,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,F9 V,6099.00,110.00,-110.00,0,1.38,0.04,-0.04,0,1.23,0.05,-0.05,0,0.000,0.080,-0.080,0,[Fe/H],4.27,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.9950000,7.2210000,-6.9100000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2022-05-03,2022-05,2022-05-03
K2-238 b,K2-238,b,Gaia DR2 2631270757088861312,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,3.20466000,0.00003000,-0.00003000,0,0.046000,0.007000,-0.006000,0,14.572,1.681,-1.569,0,1.300,0.150,-0.140,0,273.33380,41.31790,-38.13960,0,0.86000,0.13000,-0.12000,0,Mass,0.000000,,,0,,,,,1587,75,-76,0,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,G2 V,5630.00,78.00,-78.00,0,1.59,0.16,-0.16,0,1.19,0.08,-0.08,0,0.340,0.040,-0.040,0,[Fe/H],4.11,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h10m49.04s,347.7043164,-07d51m27.21s,-7.8575592,537.9630000,,,13.9730000,0.1260000,-0.1260000,12.0320000,0.0330000,-0.0330000,13.6635000,0.0022470,-0.0022470,2018-06-26,2018-08,2018-06-21
K2-239 b,K2-239,b,Gaia DR2 3857872051994269824,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,5.24000000,0.00100000,-0.00100000,0,0.044100,0.000800,-0.000800,0,1.100,0.100,-0.100,0,0.098,0.009,-0.009,0,,,,,,,,,,,,,,,,,,502,22,-18,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0,0.40,0.01,-0.01,0,-0.100,0.100,-0.100,0,[Fe/H],4.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m22.59s,160.5941265,+04d26m28.95s,4.4413751,31.0849000,0.0831000,-0.0826000,14.6320000,0.1260000,-0.1260000,9.9710000,0.0210000,-0.0210000,13.4367000,0.0006960,-0.0006960,2018-06-26,2018-10,2018-06-21
K2-239 c,K2-239,c,Gaia DR2 3857872051994269824,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,7.77500000,0.00100000,-0.00100000,0,0.057600,0.000900,-0.000900,0,1.000,0.100,-0.100,0,0.089,0.009,-0.009,0,,,,,,,,,,,,,,,,,,427,24,-19,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0,0.40,0.01,-0.01,0,-0.100,0.100,-0.100,0,[Fe/H],4.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m22.59s,160.5941265,+04d26m28.95s,4.4413751,31.0849000,0.0831000,-0.0826000,14.6320000,0.1260000,-0.1260000,9.9710000,0.0210000,-0.0210000,13.4367000,0.0006960,-0.0006960,2018-06-26,2018-10,2018-06-21
K2-239 d,K2-239,d,Gaia DR2 3857872051994269824,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,10.11500000,0.00100000,-0.00100000,0,0.068500,0.001200,-0.001200,0,1.100,0.100,-0.100,0,0.098,0.009,-0.009,0,,,,,,,,,,,,,,,,,,399,18,-15,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0,0.40,0.01,-0.01,0,-0.100,0.100,-0.100,0,[Fe/H],4.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m22.59s,160.5941265,+04d26m28.95s,4.4413751,31.0849000,0.0831000,-0.0826000,14.6320000,0.1260000,-0.1260000,9.9710000,0.0210000,-0.0210000,13.4367000,0.0006960,-0.0006960,2018-06-26,2018-10,2018-06-21
